number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder
4093,3/16/2020,Corona Demands,Jersey City Studio3,COVID,"Organ, Synths, Bass, Drum Machine",Organ,"Synths, Bass, Drum Machine",Intense,Shadow,Rock,"Hopeful, Fun, Anthem",Hopeful,"Fun, Anthem",,,1:03,F,124,https://youtu.be/DZ7RB7ZqMBs,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4094,3/17/2020,In These Times,Jersey City2,Livestream,Acoustic Guitar,Acoustic Guitar,,Anxious,Shadow,Folk,"Fun, Rambling",Fun,Rambling,,COVID,10:43,F,82,https://youtu.be/fYlb2BO5sLk,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4095,3/18/2020,"Oh Satan, Not This Time",Jersey City Studio3,Poetic,"Synths, Drum Machine",Synths,Drum Machine,Anxious,Clean,Electro,"Dark, Looming, Myth",Dark,"Looming, Myth",,,1:44,Gm,80,https://youtu.be/MMONs3GmgD8,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4096,3/19/2020,The Saddness,Jersey City Studio3,COVID,"Synths, Drums",Synths,Drums,Sad,Shadow,Folk,"Dark, Wistful, Looming, Dreamy, Soulful",Dark,"Wistful, Looming, Dreamy, Soulful",,,1:35,F,125, https://youtu.be/MXWUWk49S7A,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4097,3/20/2020,Anna Is Better Than Elsa,Jersey City2,Livestream,Acoustic Guitar,Acoustic Guitar,,Silly,Shadow,Folk,"Rambling, Rough",Rambling,Rough,,,0:28,G,116,https://youtu.be/TLdIML1OWkA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4098,3/21/2020,Mint The Trillion Dollar Coins,Jersey City Studio3,COVID,"Acoustic Guitar, Electric Guitar, Bass, Synths, Drums",Acoustic Guitar,"Electric Guitar, Bass, Synths, Drums",Hopeful,Shadow,Rock,"Anthem, Fun",Anthem,Fun,,,0:50,A,84,https://youtu.be/cMyj8y36NpQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4099,3/22/2020,The Floor Is Lava,Jersey City Studio3,Epiphany and Jupiter,"Samples, Percussion",Samples,Percussion,Silly,Clean,Folk,Fun,Fun,,,,1:35,Gm,143,https://youtu.be/aQHNQB25LaA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4100,3/23/2020,Gimme Shelter In Place,Jersey City2,COVID,Acoustic Guitar,Acoustic Guitar,,Anxious,Shadow,Folk,"Wistful, Rambling, Dark, Driving",Wistful,"Rambling, Dark, Driving",,,2:01,D,151,https://youtu.be/w83-SwSWVm8,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4101,3/24/2020,Let All The Old People Die,Jersey City Studio3,COVID,"Synths, Organs, Drums",Synths,"Organs, Drums",Angry,Shadow,Rock,"Funny, Catchy, Anthem",Funny,"Catchy, Anthem",,,2:11,Bb,82,https://youtu.be/FYkAC-DRAxQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4102,3/25/2020,HIbba Dibba Dibba Doo,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Silly,Shadow,Folk,"Dreamy, Rambling, Funny",Dreamy,"Rambling, Funny",Improv,,2:30,Em,141,https://youtu.be/_d0jShw9NsI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4103,3/26/2020,I Gotta Write A Good Song,Jersey City2,Poetic,Acoustic Guitar,Acoustic Guitar,,Silly,Shadow,Folk,"Personal, Funny",Personal,Funny,Improv,,1:06,Bb,120,https://youtu.be/DS2zG7iNEvE,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4104,3/27/2020,I'm Tired of Looking At My Face,Jersey City2,Life,Acoustic Guitar,Acoustic Guitar,,Intense,Shadow,Folk,"Personal, Funny",Personal,Funny,Improv,,0:59,D,120,https://youtu.be/rmmvky_TdG8,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4105,3/28/2020,I Feel Guilty,Jersey City2,Life,Electric Guitar,Electric Guitar,,Embarrassed,Shadow,Folk,"Personal, Funny",Personal,Funny,,,1:40,B,111,https://youtu.be/X8fXaE-jQVk,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4106,3/29/2020,"Oh, Corona",Jersey City2,COVID,Acoustic Guitar,Acoustic Guitar,,Pensive,Shadow,Folk,"Pensive, Personal, Rambling",Pensive,"Personal, Rambling",Improv,,3:11,G,113,https://youtu.be/hi9npNOk0NQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4107,3/30/2020,WordPress Strong,Jersey City Studio3,COVID,"Synths, Drum Machine",Synths,Drum Machine,Excited,Clean,Rock,"Anthem, Fun, Hopeful",Anthem,"Fun, Hopeful",,,1:19,D,96,https://youtu.be/Q8wrqOu0VY0,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4108,3/31/2020,Fuckin' COVID 19,Jersey City Studio3,COVID,"Acoustic Guitar, Electric Guitar, Bass, Drums",Acoustic Guitar,"Electric Guitar, Bass, Drums",Intense,Shadow,Hard Rock,"Anthem, Funny, Fun",Anthem,"Funny, Fun",,Jupiter,1:45,E,147,https://youtu.be/JPX-1ARhb3s,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4109,04.01.2020,(I Cant Be) Standing By You,Jersey City Studio3,Love,"Piano, Electric Guitar, Synths, Bass, Drums",Piano,"Electric Guitar, Synths, Bass, Drums",Excited,Clean,Rock,"Anthem, Driving, Smooth, Groovy",Anthem,"Driving, Smooth, Groovy",,,2:26,G,120,https://youtu.be/25-BVH_xaRA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4110,04.02.2020,Nothing Better To Do,Jersey City Studio3,Life,"Samples, Synths, Drum Machine",Samples,"Synths, Drum Machine",Intense,Clean,Electro,"Heavy, Looming, Rambling",Heavy,"Looming, Rambling",,,0:52,G,124,https://youtu.be/vv9NmC1lhAg,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4111,04.03.2020,Little Monsters (My Kids Are Driving Me Totally Insane),Jersey City2,COVID,Acoustic Guitar,Acoustic Guitar,,Angry,Clean,Folk,"Frustrated, Funny",Frustrated,Funny,,,1:45,E,110,https://youtu.be/exL6-H3KIxI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4112,04.04.2020,The Screaming Song,Jersey City2,Epiphany and Jupiter,"Acoustic Guitar, Drums",Acoustic Guitar,Drums,Excited,Clean,Folk,Funny,Funny,,,,3:35,Ab,138,https://youtu.be/VxqDasjH5-k,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4113,04.05.2020,Who Will Listen To Me,Jersey City2,Poetic,Acoustic Guitar,Acoustic Guitar,,Bored,Clean,Folk,"Rambling, Rough",Rambling,Rough,,,2:58,Bb,100,https://youtu.be/gNtjNRRofCI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4114,04.06.2020,I'M COVERED IN JESUS' BLOOD!,Jersey City Studio3,COVID,"Electric Guitar, Bass, Horns, Drums",Electric Guitar,"Bass, Horns, Drums",Intense,Clean,Rock,"Dark, Funny, Weird",Dark,"Funny, Weird",,,1:19,C#m,134,https://youtu.be/c_4c41zY0Bk,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4115,04.07.2020,What Did You Expect?,Jersey City Studio3,COVID,"Organ, Electric Guitar, Bass, Drums",Organ,"Electric Guitar, Bass, Drums",Anxious,Shadow,Rock,"Groovy, Fun",Groovy,Fun,,,1:21,Bm,86,https://youtu.be/fsiGkpq1ONo,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4116,04.08.2020,"Governor Murphy, Don't Close The Parks",Jersey City Studio3,COVID,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pleading,Clean,Folk,"Groovy, Plea, Funny",Groovy,"Plea, Funny",,,1:51,B,122,https://youtu.be/NFHQMxC4rx0,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4117,04.09.2020,It's My Birthday In Captivity,Jersey City Studio3,My Birthday,"Clav, Electric Guitar, Bass, Drums",Clav,"Electric Guitar, Bass, Drums",Silly,Shadow,Soul,"Groovy, Fun, Bouncy",Groovy,"Fun, Bouncy",,,1:47,G,102,https://youtu.be/rLX4qGm5Css,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4118,04.10.2020,Whenever You're Ready,Jersey City Studio3,TV,"Samples, Electric Guitar, Bass, Drums",Samples,"Electric Guitar, Bass, Drums",Chill,Shadow,Rock,"Wistful, Groovy, Smooth",Wistful,"Groovy, Smooth",,The Good Place,1:28,F,80,https://youtu.be/b9mhoBk7l7g,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4119,04.11.2020,Jew Fro Quarantine,Jersey City Studio3,COVID,"Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Silly,Shadow,Rock,"Groovy, Rambling, My Appearance ",Groovy,"Rambling, My Appearance ",,,1:05,E,124,https://youtu.be/M5iKs_ttCj4,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4120,04.12.2020,For A Change,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Chill,Shadow,Folk,"Wistful, Dreamy, Rambling",Wistful,"Dreamy, Rambling",Improv,,4:08,Eb,105,https://youtu.be/VzGesYarjfQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4121,4/13/2020,I'll Fucking Vote For Joe Biden,Jersey City2,Politics,Electric Guitar,Electric Guitar,,Angry,Shadow,Folk,"Distortion, Frustrated",Distortion,Frustrated,,Joe Biden,2:36,F,110,https://youtu.be/sd-aGxwgACA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4122,4/14/2020,"Total Authority, No Responsibility",Jersey City Studio3,Trump,"Synths, Drum Machine",Synths,Drum Machine,Angry,Clean,Electro,"Funny, Frustrated",Funny,Frustrated,,,1:15,Gm,160,https://youtu.be/IKy4rnf59QA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4123,4/15/2020,Into The Green,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Pensive,Shadow,Folk,"Wistful, Dreamy, Rambling",Wistful,"Dreamy, Rambling",Improv,,3:36,G,112,https://youtu.be/-QmD1rda4FQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4124,4/16/2020,I Would Do It All Again For You,Jersey City Studio3,Poetic,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Chill,Shadow,Folk,"Wistful, Dreamy, Good, Fun, Bouncy",Wistful,"Dreamy, Good, Fun, Bouncy",,Brittain Ashford,2:27,Db,120,https://youtu.be/jb0G4eri1kA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4125,4/17/2020,You Can't Walk In The Mall Anymore,Jersey City Studio3,COVID,"Synths, Drum Machine",Synths,Drum Machine,Chill,Shadow,Electro,"Dreamy, Funny",Dreamy,Funny,Mall,,1:11,A,95,https://youtu.be/aBMmmGfnlaA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4126,4/18/2020,Worf,Jersey City Studio3,TV,"Synths, Drum Machine",Synths,Drum Machine,Excited,Shadow,Electro,"Groovy, Fun",Groovy,Fun,,Star Trek,1:15,F,94,https://youtu.be/fh8BNsMBGW8,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4127,4/19/2020,"Hello, My name Is David Brooks",Jersey City Studio3,Politics,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Silly,Clean,Rock,"Anthem, Fun, Funny",Anthem,"Fun, Funny",,David Brooks,1:21,D,90,https://youtu.be/wgSU0k6ah0k,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4128,4/20/2020,"Me Want Yo Yos, There's No More Yo Yos",Jersey City Studio3,Epiphany,"Electric Guitar, Toy Keyboard, Drums",Electric Guitar,"Toy Keyboard, Drums",Silly,Clean,Hard Rock,"Fun, Anthem",Fun,Anthem,,,1:03,D,120,https://youtu.be/p4XCDbuj75k,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4129,4/21/2020,Threenager In Quarantine,Jersey City Studio3,Epiphany,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Beard,Punk,"Fun, Anthem, Funny",Fun,"Anthem, Funny",,,2:08,F#m,98,https://youtu.be/S_rURqk3lB4,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4130,4/22/2020,That's How You Spell Giridharadas,Jersey City Studio3,Friend,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Clean,Rock,"Groovy, Fun",Groovy,Fun,,Anand Giridharadas,0:59,E,130,https://youtu.be/gGhrIJhrOmI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4131,4/23/2020,There Are No People In The Future,Jersey City Studio3,COVID,"Synths, Drum Machine",Synths,Drum Machine,Sad,Clean,Electro,"Anthem, Driving, Smooth, Fun",Anthem,"Driving, Smooth, Fun",,,3:52,E,116,https://youtu.be/GNnQ8huVANM,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4132,4/24/2020,Where The People Know My name,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Pensive,Beard,Folk,"Rambling, Dark",Rambling,Dark,,,2:37,Em,118,https://youtu.be/sE83mXzsKIQ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4133,4/25/2020,From The Top of The Mountain,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Pensive,Beard,Folk,"Delicate, Rambling, Rough",Delicate,"Rambling, Rough",Improv,,4:20,E,130,https://youtu.be/x7NTsXenT88,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4134,4/26/2020,"Oh, The Elephants Are Crossing The Stree",Jersey City Studio3,Animals,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Silly,Clean,Rock,"Fun, Heavy",Fun,Heavy,Elephants,,1:23,C,110,https://youtu.be/BkFNnwDNQdo,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4135,4/27/2020,They Are Coming For You,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Pensive,Beard,Folk,"Delicate, Distortion, Rambling, Rough",Delicate,"Distortion, Rambling, Rough",Improv,,3:48,Bb,87,https://youtu.be/S_1HtVdfV-s,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4136,4/28/2020,That Feeling When You Lose Your Swimsuit,Jersey City Studio3,Poetic,"Piano, Electric Guitar, Drum Machine",Piano,"Electric Guitar, Drum Machine",Intense,Beard,Rock,"Narrative, Fun, Dreamy, Weird",Narrative,"Fun, Dreamy, Weird",,,1:24,Bb,106,https://youtu.be/qmwkKTQ_aOs,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4137,4/29/2020,Let's Lean In!,Jersey City Studio3,Internet,"Electric Guitar, Synths, Bass, Drums",Electric Guitar,"Synths, Bass, Drums",Silly,Beard,Rock,"Funny, Weird ",Funny,Weird ,,,0:49,Bb,96,https://youtu.be/JPaCpNuMh9s,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4138,4/30/2020,"That's What They Say, Anyway",Jersey City2,Poetic,Guitalele,Guitalele,,Chill,Beard,Folk,"Rambling, Rough",Rambling,Rough,Improv,,4:23,Ab,90,https://youtu.be/0QY8xyBSsF0,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4139,05.01.2020,Cold Civil War,Jersey City Studio3,Politics,"Piano, Bass, Drums",Piano,"Bass, Drums",Anxious,Beard,Rock,"Frustrated, Scary",Frustrated,Scary,War,,1:42,F,77,https://youtu.be/iHNISgAGCHI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4140,05.02.2020,I Wonder What's Inside Your Butthole,Jersey City Studio3,Kids,"Acoustic Guitar, Electric Guitar, Bass, Drums",Acoustic Guitar,"Electric Guitar, Bass, Drums",Silly,Clean,Rock,Fun,Fun,,,,0:59,B,127,https://youtu.be/vcg2L6QU1yI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4141,05.03.2020,You Gotta Do What You Gotta Do,Jersey City2,Poetic,Electric Guitar,Electric Guitar,,Bored,Beard,Folk,"Distortion, Rambling, Rough",Distortion,"Rambling, Rough",,,3:38,Am,102,https://youtu.be/6qFOoxzHrPk,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4142,05.04.2020,Time Has Lost All Meaning For Me,Severna Park,Poetic,Guitalele,Guitalele,,Bored,Beard,Folk,"Rambling, Rough",Rambling,Rough,,,1:59,Am,140,https://youtu.be/IKhRC6bfHXA,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4143,05.05.2020,Murder Hornets,Severna Park Studio,Animals,"Guitalele, Bass, Percussion, Organ, Drums",Guitalele,"Bass, Percussion, Organ, Drums",Anxious,Beard,Latin,"Fun, Funny",Fun,Funny,"Bugs, Murder Hornets",,1:56,A,80,https://youtu.be/3BJokbh6RVI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4144,05.06.2020,No Bugs On My Windshield,Severna Park,Animals,Electric Guitar,Electric Guitar,,Anxious,Beard,Folk,"Distortion, Rambling, Rough",Distortion,"Rambling, Rough",Bugs,,3:42,F,130,https://youtu.be/u4pgDXGqoYY,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4145,05.07.2020,Alex Jones Will Eat Your Leftist Ass,Severna Park Studio,Remix,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Clean,Rock,"Fun, Groovy, Funny",Fun,"Groovy, Funny",Viral,Alex Jones,1:47,A,105,https://youtu.be/o5EKuIus-oE,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4146,05.08.2020,Happily Enrobed Swimsuit,Severna Park Studio,Poetic,"Synths, Drum Machine",Synths,Drum Machine,Pensive,Beard,Rock,"Fun, Groovy, Anthem, Delicate",Fun,"Groovy, Anthem, Delicate",,,1:51,D,100,https://youtu.be/sjqvcv0kpyM,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4147,05.09.2020,You Chose Alex Jones,Severna Park Studio,Life,"Synths, Piano, Drum Machine, Drums",Synths,"Piano, Drum Machine, Drums",Sad,Beard,Rock,"Groovy, Wistful, Anthem, Good",Groovy,"Wistful, Anthem, Good",,Alex Jones,2:26,C,100,https://youtu.be/X0OjWun1TxI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4148,05.10.2020,You Got To Cheese It (A Song For Ryukhar),Severna Park Studio,Jupiter,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Silly,Beard,Rock,"Fun, Funny",Fun,Funny,,Ryukhar,1:33,F,105,https://youtu.be/0Gy_XX4Bj8o,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4149,05.11.2020,"Country Food, Country Road",Severna Park Studio,Food,"Guitalele, Bass, Drums",Guitalele,"Bass, Drums",Chill,Beard,Country,"Wistful, Rambling",Wistful,Rambling,,,1:57,F,90,https://youtu.be/syCKhybu3wg ,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4150,05.12.2020,In Your Pocket With The Other Ones,Severna Park,Poetic,Electric Guitar,Electric Guitar,,Intense,Beard,Folk,"Distortion, Rambling, Rough",Distortion,"Rambling, Rough",Improv,,2:12,D,105,https://youtu.be/C0uYR8dCdHI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4151,5/13/2020,It Does And Doesn't Matter,Severna Park,Poetic,Electric Guitar,Electric Guitar,,Chill,Beard,Folk,"Distortion, Rambling",Distortion,Rambling,Improv,,4:15,F#m,90,https://youtu.be/NjlbJWlQlTs,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4152,5/14/2020,Spiders Aren't Good Or Bad,Severna Park Studio,Animals,"Synths, Electric Guitar, Drum Machine",Synths,"Electric Guitar, Drum Machine",Silly,Beard,Rock,,,,Spiders,,1:28,Am,77,https://youtu.be/39Vz1n0Gd7s,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4153,5/15/2020,Total Party Kill in Whitesparrow,Severna Park Studio,Podcast,"Synths, Drum Machine",Synths,Drum Machine,Intense,Beard,Electro,"80s, Fun, Driving, Anthem",80s,"Fun, Driving, Anthem",,Incomparable,0:53,G,128,https://youtu.be/vYnC-KeYSJM,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
4154,5/16/2020,Kenneth Copeland On COVID-19 (Wind of God chill remix),Severna Park Studio,COVID,"Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Intense,Clean,Soul,"Anthem, Funny, Groovy",Anthem,"Funny, Groovy","Collab, Remix",Evan Gregory,1:44,A,92,https://youtu.be/vYjMXna44wI,"Background, Backgroundadjustlayer, Genre, Beard, Instrument, Location, Mood, Noun, Shirt, Topic, FrameTopLayer"
